ID_NODO_ORIGEN;ID_NODO_DESTINO;COORDENADA_X_x;COORDENADA_Y_x;COORDENADA_X_y;COORDENADA_Y_y
6541;3117;3314;35.0;19.0;35.0;22.0
6542;3117;4429;35.0;19.0;38.0;19.0
6543;3117;2363;35.0;19.0;36.0;20.0
6544;3118;2488;63.0;47.0;63.0;46.0
6545;3118;2734;63.0;47.0;70.0;47.0
6546;3118;2180;63.0;47.0;64.0;48.0
6547;3118;3003;63.0;47.0;62.0;47.0
6548;3119;2793;48.0;25.0;48.0;24.0
6549;3119;4104;48.0;25.0;46.0;25.0
6550;3119;4404;48.0;25.0;42.0;25.0
6551;3119;3119;48.0;25.0;48.0;25.0
6552;3119;3409;48.0;25.0;48.0;26.0
6553;3119;4274;48.0;25.0;49.0;24.0
6554;3120;2283;87.0;75.0;87.0;68.0
6555;3120;3120;87.0;75.0;87.0;75.0
6556;3120;3788;87.0;75.0;87.0;77.0
6557;3120;3902;87.0;75.0;91.0;75.0
6558;3120;4182;87.0;75.0;86.0;76.0
6559;3121;2925;9.0;40.0;8.0;40.0
6560;3121;3158;9.0;40.0;7.0;40.0
6561;3121;3172;9.0;40.0;10.0;40.0
6562;3121;3121;9.0;40.0;9.0;40.0
6563;3121;3635;9.0;40.0;12.0;40.0
6564;3121;3778;9.0;40.0;9.0;43.0
6565;3122;2911;74.0;54.0;72.0;54.0
6566;3122;2673;74.0;54.0;81.0;54.0
6567;3122;2483;74.0;54.0;74.0;50.0
6568;3122;2697;74.0;54.0;74.0;55.0
6569;3123;2901;63.0;51.0;60.0;51.0
6570;3123;4156;63.0;51.0;63.0;56.0
6571;3123;4453;63.0;51.0;59.0;51.0
6572;3123;2274;63.0;51.0;67.0;51.0
6573;3124;3115;45.0;72.0;45.0;74.0
6574;3124;4228;45.0;72.0;45.0;66.0
6575;3124;3124;45.0;72.0;45.0;72.0
6576;3124;3556;45.0;72.0;46.0;71.0
6577;3124;4048;45.0;72.0;45.0;70.0
6578;3124;4183;45.0;72.0;44.0;71.0
6579;3124;4309;45.0;72.0;45.0;68.0
6580;3125;2323;114.0;67.0;109.0;67.0
6581;3125;2245;114.0;67.0;112.0;67.0
6582;3125;3125;114.0;67.0;114.0;67.0
6583;3126;2384;97.0;63.0;102.0;63.0
6584;3126;2506;97.0;63.0;100.0;63.0
6585;3126;3126;97.0;63.0;97.0;63.0
6586;3126;4383;97.0;63.0;96.0;64.0
6587;3126;4446;97.0;63.0;97.0;67.0
6588;3127;1776;100.0;28.0;94.0;28.0
6589;3127;3708;100.0;28.0;95.0;28.0
6590;3127;3127;100.0;28.0;100.0;28.0
6591;3128;2192;68.0;56.0;68.0;52.0
6592;3128;3165;68.0;56.0;74.0;56.0
6593;3128;3368;68.0;56.0;68.0;60.0
6594;3128;3798;68.0;56.0;68.0;49.0
6595;3128;3848;68.0;56.0;75.0;56.0
6596;3129;2998;70.0;29.0;77.0;29.0
6597;3129;728;70.0;29.0;70.0;25.0
6598;3129;3021;70.0;29.0;70.0;32.0
6599;3129;3129;70.0;29.0;70.0;29.0
6600;3129;3639;70.0;29.0;70.0;26.0
6601;3129;3834;70.0;29.0;73.0;29.0
6602;3129;4165;70.0;29.0;66.0;29.0
6603;3129;4435;70.0;29.0;74.0;29.0
6604;3130;3041;18.0;73.0;19.0;73.0
6605;3130;3203;18.0;73.0;18.0;76.0
6606;3130;3996;18.0;73.0;18.0;70.0
6607;3130;4153;18.0;73.0;24.0;73.0
6608;3131;693;76.0;9.0;70.0;9.0
6609;3131;3134;76.0;9.0;76.0;15.0
6610;3131;3242;76.0;9.0;76.0;5.0
6611;3131;2375;76.0;9.0;72.0;9.0
6612;3132;2375;72.0;3.0;72.0;9.0
6613;3132;3251;72.0;3.0;72.0;8.0
6614;3132;3458;72.0;3.0;68.0;3.0
6615;3132;3534;72.0;3.0;71.0;3.0
6616;3133;2991;66.0;61.0;66.0;54.0
6617;3133;435;66.0;61.0;68.0;61.0
6618;3133;331;66.0;61.0;73.0;61.0
6619;3133;3133;66.0;61.0;66.0;61.0
6620;3134;3131;76.0;15.0;76.0;9.0
6621;3134;3010;76.0;15.0;76.0;18.0
6622;3134;3037;76.0;15.0;73.0;15.0
6623;3134;3134;76.0;15.0;76.0;15.0
6624;3134;4013;76.0;15.0;78.0;15.0
6625;3134;4522;76.0;15.0;76.0;14.0
6626;3135;2744;128.0;46.0;128.0;52.0
6627;3135;3369;128.0;46.0;128.0;40.0
6628;3135;3617;128.0;46.0;128.0;41.0
6629;3135;2480;128.0;46.0;128.0;49.0
6630;3136;2726;27.0;73.0;27.0;68.0
6631;3136;3548;27.0;73.0;27.0;74.0
6632;3136;2803;27.0;73.0;27.0;75.0
6633;3136;3136;27.0;73.0;27.0;73.0
6634;3136;3326;27.0;73.0;26.0;73.0
6635;3136;3905;27.0;73.0;28.0;73.0
6636;3136;4153;27.0;73.0;24.0;73.0
6637;3136;4290;27.0;73.0;27.0;71.0
6638;3137;836;131.0;13.0;131.0;8.0
6639;3137;3137;131.0;13.0;131.0;13.0
6640;3137;4146;131.0;13.0;132.0;12.0
6641;3138;2641;89.0;23.0;96.0;23.0
6642;3138;3138;89.0;23.0;89.0;23.0
6643;3138;3588;89.0;23.0;93.0;23.0
6644;3139;2549;54.0;74.0;54.0;78.0
6645;3139;2525;54.0;74.0;53.0;73.0
6646;3139;2677;54.0;74.0;51.0;74.0
6647;3139;2980;54.0;74.0;54.0;75.0
6648;3140;2252;2.0;87.0;2.0;82.0
6649;3140;3922;2.0;87.0;7.0;87.0
6650;3140;4340;2.0;87.0;9.0;87.0
6651;3140;3140;2.0;87.0;2.0;87.0
6652;3141;435;62.0;61.0;68.0;61.0
6653;3141;3300;62.0;61.0;64.0;61.0
6654;3141;2984;62.0;61.0;58.0;61.0
6655;3141;3081;62.0;61.0;63.0;60.0
6656;3142;2489;75.0;67.0;75.0;73.0
6657;3142;3538;75.0;67.0;79.0;67.0
6658;3142;2356;75.0;67.0;72.0;67.0
6659;3142;3969;75.0;67.0;75.0;64.0
6660;3143;2386;73.0;21.0;73.0;16.0
6661;3143;3093;73.0;21.0;73.0;25.0
6662;3143;2166;73.0;21.0;77.0;21.0
6663;3143;2591;73.0;21.0;72.0;21.0
6664;3144;2580;100.0;51.0;95.0;51.0
6665;3144;3889;100.0;51.0;105.0;51.0
6666;3144;4317;100.0;51.0;100.0;52.0
6667;3144;2304;100.0;51.0;99.0;52.0
6668;3145;2324;81.0;27.0;81.0;28.0
6669;3145;3384;81.0;27.0;81.0;29.0
6670;3145;3579;81.0;27.0;81.0;24.0
6671;3145;2868;81.0;27.0;82.0;27.0
6672;3146;2906;83.0;85.0;89.0;85.0
6673;3146;3146;83.0;85.0;83.0;85.0
6674;3147;2730;77.0;11.0;77.0;16.0
6675;3147;3763;77.0;11.0;77.0;17.0
6676;3147;2225;77.0;11.0;79.0;11.0
6677;3147;3147;77.0;11.0;77.0;11.0
6678;3147;4499;77.0;11.0;77.0;13.0
6679;3148;3111;104.0;70.0;108.0;70.0
6680;3148;3347;104.0;70.0;104.0;64.0
6681;3148;4475;104.0;70.0;107.0;70.0
6682;3148;3148;104.0;70.0;104.0;70.0
6683;3149;2207;-18.0;113.0;-18.0;117.0
6684;3149;4129;-18.0;113.0;-16.0;113.0
6685;3149;3149;-18.0;113.0;-18.0;113.0
6686;3150;2689;108.0;65.0;108.0;68.0
6687;3150;3640;108.0;65.0;108.0;62.0
6688;3150;2494;108.0;65.0;109.0;66.0
6689;3150;3150;108.0;65.0;108.0;65.0
6690;3151;196;29.0;48.0;29.0;50.0
6691;3151;268;29.0;48.0;29.0;47.0
6692;3151;2307;29.0;48.0;27.0;48.0
6693;3151;3151;29.0;48.0;29.0;48.0
6694;3151;4376;29.0;48.0;29.0;44.0
6695;3152;2120;20.0;73.0;17.0;73.0
6696;3152;3041;20.0;73.0;19.0;73.0
6697;3152;3152;20.0;73.0;20.0;73.0
6698;3152;3918;20.0;73.0;16.0;73.0
6699;3152;3928;20.0;73.0;19.0;72.0
6700;3152;4153;20.0;73.0;24.0;73.0
6701;3152;4313;20.0;73.0;20.0;71.0
6702;3153;2839;128.0;61.0;128.0;60.0
6703;3153;4209;128.0;61.0;128.0;67.0
6704;3153;3153;128.0;61.0;128.0;61.0
6705;3154;270;19.0;64.0;19.0;69.0
6706;3154;2264;19.0;64.0;19.0;58.0
6707;3154;3637;19.0;64.0;19.0;67.0
6708;3154;3154;19.0;64.0;19.0;64.0
6709;3154;3279;19.0;64.0;19.0;62.0
6710;3154;3381;19.0;64.0;19.0;63.0
6711;3154;4328;19.0;64.0;21.0;64.0
6712;3155;2826;21.0;-7.0;21.0;-10.0
6713;3155;3888;21.0;-7.0;14.0;-7.0
6714;3155;4504;21.0;-7.0;23.0;-7.0
6715;3155;3155;21.0;-7.0;21.0;-7.0
6716;3155;3647;21.0;-7.0;21.0;-3.0
6717;3156;2747;48.0;63.0;48.0;59.0
6718;3156;393;48.0;63.0;47.0;62.0
6719;3156;3005;48.0;63.0;49.0;63.0
6720;3156;3156;48.0;63.0;48.0;63.0
6721;3156;3341;48.0;63.0;44.0;63.0
6722;3156;3901;48.0;63.0;51.0;63.0
6723;3156;4116;48.0;63.0;48.0;65.0
6724;3156;4117;48.0;63.0;48.0;62.0
6725;3157;2985;23.0;23.0;23.0;28.0
6726;3157;4469;23.0;23.0;26.0;23.0
6727;3157;3014;23.0;23.0;24.0;24.0
6728;3157;3157;23.0;23.0;23.0;23.0
6729;3157;3948;23.0;23.0;23.0;27.0
6730;3158;3121;7.0;40.0;9.0;40.0
6731;3158;3209;7.0;40.0;7.0;45.0
6732;3158;3158;7.0;40.0;7.0;40.0
6733;3158;4253;7.0;40.0;3.0;40.0
6734;3159;2543;63.0;64.0;57.0;64.0
6735;3159;2644;63.0;64.0;65.0;64.0
6736;3159;3081;63.0;64.0;63.0;60.0
6737;3159;3159;63.0;64.0;63.0;64.0
6738;3159;4003;63.0;64.0;63.0;62.0
6739;3159;4091;63.0;64.0;67.0;64.0
6740;3160;2355;54.0;38.0;54.0;34.0
6741;3160;2310;54.0;38.0;55.0;37.0
6742;3160;2907;54.0;38.0;58.0;38.0
6743;3160;3160;54.0;38.0;54.0;38.0
6744;3160;3355;54.0;38.0;54.0;41.0
6745;3160;3810;54.0;38.0;54.0;42.0
6746;3161;3004;83.0;58.0;83.0;52.0
6747;3161;2231;83.0;58.0;80.0;58.0
6748;3161;3161;83.0;58.0;83.0;58.0
6749;3161;3581;83.0;58.0;84.0;57.0
6750;3161;3661;83.0;58.0;83.0;56.0
6751;3161;3734;83.0;58.0;83.0;61.0
6752;3161;3773;83.0;58.0;83.0;57.0
6753;3162;2716;45.0;14.0;40.0;14.0
6754;3162;3758;45.0;14.0;45.0;17.0
6755;3162;2136;45.0;14.0;43.0;14.0
6756;3162;3162;45.0;14.0;45.0;14.0
6757;3162;3869;45.0;14.0;44.0;14.0
6758;3162;4150;45.0;14.0;45.0;18.0
6759;3162;4200;45.0;14.0;45.0;16.0
6760;3162;4251;45.0;14.0;45.0;13.0
6761;3163;2432;13.0;-28.0;13.0;-31.0
6762;3163;3492;13.0;-28.0;13.0;-25.0
6763;3163;3857;13.0;-28.0;16.0;-28.0
6764;3163;2575;13.0;-28.0;13.0;-29.0
6765;3164;2942;85.0;6.0;85.0;13.0
6766;3164;3164;85.0;6.0;85.0;6.0
6767;3165;3128;74.0;56.0;68.0;56.0
6768;3165;2371;74.0;56.0;71.0;56.0
6769;3165;3335;74.0;56.0;72.0;56.0
6770;3165;2697;74.0;56.0;74.0;55.0
6771;3166;2283;88.0;68.0;87.0;68.0
6772;3166;3200;88.0;68.0;88.0;61.0
6773;3166;4229;88.0;68.0;88.0;75.0
6774;3166;2417;88.0;68.0;88.0;71.0
6775;3167;2907;58.0;33.0;58.0;38.0
6776;3167;3171;58.0;33.0;58.0;35.0
6777;3167;4120;58.0;33.0;56.0;33.0
6778;3167;4521;58.0;33.0;58.0;26.0
6779;3168;2696;79.0;44.0;79.0;47.0
6780;3168;3270;79.0;44.0;82.0;44.0
6781;3168;2328;79.0;44.0;79.0;40.0
6782;3168;3168;79.0;44.0;79.0;44.0
6783;3168;3334;79.0;44.0;83.0;44.0
6784;3168;3397;79.0;44.0;79.0;41.0
6785;3168;3432;79.0;44.0;79.0;46.0
6786;3168;3669;79.0;44.0;80.0;44.0
6787;3168;4245;79.0;44.0;75.0;44.0
6788;3168;4443;79.0;44.0;78.0;43.0
6789;3169;2206;47.0;57.0;47.0;58.0
6790;3169;3826;47.0;57.0;47.0;56.0
6791;3169;4354;47.0;57.0;43.0;57.0
6792;3169;3169;47.0;57.0;47.0;57.0
6793;3169;3337;47.0;57.0;48.0;56.0
6794;3170;2141;67.0;15.0;66.0;15.0
6795;3170;3254;67.0;15.0;67.0;12.0
6796;3170;3008;67.0;15.0;68.0;16.0
6797;3170;3170;67.0;15.0;67.0;15.0
6798;3170;3426;67.0;15.0;67.0;13.0
6799;3170;4132;67.0;15.0;70.0;15.0
6800;3171;3167;58.0;35.0;58.0;33.0
6801;3171;2551;58.0;35.0;64.0;35.0
6802;3171;4086;58.0;35.0;51.0;35.0
6803;3171;2630;58.0;35.0;58.0;41.0
6804;3172;3121;10.0;40.0;9.0;40.0
6805;3172;3215;10.0;40.0;10.0;43.0
6806;3172;3225;10.0;40.0;10.0;34.0
6807;3172;2621;10.0;40.0;10.0;46.0
6808;3173;2705;69.0;70.0;66.0;70.0
6809;3173;2842;69.0;70.0;69.0;69.0
6810;3173;3173;69.0;70.0;69.0;70.0
6811;3173;4227;69.0;70.0;69.0;73.0
6812;3174;2421;98.0;46.0;97.0;46.0
6813;3174;3577;98.0;46.0;103.0;46.0
6814;3174;4225;98.0;46.0;91.0;46.0
6815;3174;4358;98.0;46.0;99.0;46.0
6816;3175;3090;68.0;65.0;65.0;65.0
6817;3175;3230;68.0;65.0;73.0;65.0
6818;3175;3175;68.0;65.0;68.0;65.0
6819;3175;3927;68.0;65.0;72.0;65.0
6820;3176;2318;16.0;54.0;22.0;54.0
6821;3176;3219;16.0;54.0;16.0;48.0
6822;3176;2680;16.0;54.0;17.0;54.0
6823;3176;3176;16.0;54.0;16.0;54.0
6824;3177;2453;25.0;51.0;25.0;53.0
6825;3177;3269;25.0;51.0;25.0;56.0
6826;3177;3576;25.0;51.0;25.0;58.0
6827;3177;3684;25.0;51.0;25.0;52.0
6828;3178;3078;37.0;49.0;44.0;49.0
6829;3178;4381;37.0;49.0;32.0;49.0
6830;3178;4472;37.0;49.0;37.0;52.0
6831;3178;2337;37.0;49.0;36.0;49.0
6832;3179;2724;53.0;34.0;51.0;34.0
6833;3179;2355;53.0;34.0;54.0;34.0
6834;3179;3179;53.0;34.0;53.0;34.0
6835;3179;3502;53.0;34.0;52.0;35.0
6836;3179;3667;53.0;34.0;52.0;34.0
6837;3180;2257;0.0;66.0;0.0;67.0
6838;3180;3180;0.0;66.0;0.0;66.0
6839;3181;2719;74.0;57.0;74.0;53.0
6840;3181;3383;74.0;57.0;75.0;57.0
6841;3181;3530;74.0;57.0;72.0;57.0
6842;3181;2697;74.0;57.0;74.0;55.0
6843;3182;2522;69.0;22.0;68.0;22.0
6844;3182;2966;69.0;22.0;69.0;28.0
6845;3182;3818;69.0;22.0;69.0;18.0
6846;3182;3932;69.0;22.0;72.0;22.0
6847;3183;2620;132.0;54.0;128.0;54.0
6848;3183;3431;132.0;54.0;129.0;54.0
6849;3183;3572;132.0;54.0;134.0;54.0
6850;3183;3183;132.0;54.0;132.0;54.0
6851;3184;2364;36.0;70.0;36.0;71.0
6852;3184;3543;36.0;70.0;42.0;70.0
6853;3184;2914;36.0;70.0;35.0;71.0
6854;3184;3184;36.0;70.0;36.0;70.0
6855;3184;3979;36.0;70.0;33.0;70.0
6856;3184;4041;36.0;70.0;36.0;69.0
6857;3185;2837;75.0;35.0;75.0;39.0
6858;3185;3467;75.0;35.0;70.0;35.0
6859;3185;686;75.0;35.0;75.0;36.0
6860;3185;3185;75.0;35.0;75.0;35.0
6861;3185;3906;75.0;35.0;76.0;34.0
6862;3185;4326;75.0;35.0;77.0;35.0
6863;3186;535;62.0;56.0;55.0;56.0
6864;3186;3898;62.0;56.0;59.0;56.0
6865;3186;567;62.0;56.0;66.0;56.0
6866;3186;3851;62.0;56.0;62.0;59.0
6867;3187;2671;132.0;2.0;125.0;2.0
6868;3187;3483;132.0;2.0;132.0;6.0
6869;3187;4455;132.0;2.0;129.0;2.0
6870;3187;2469;132.0;2.0;131.0;1.0
6871;3188;576;66.0;77.0;66.0;72.0
6872;3188;3505;66.0;77.0;63.0;77.0
6873;3188;4221;66.0;77.0;66.0;74.0
6874;3188;2517;66.0;77.0;68.0;77.0
6875;3189;2576;-1.0;48.0;5.0;48.0
6876;3189;3189;-1.0;48.0;-1.0;48.0
6877;3190;636;71.0;60.0;66.0;60.0
6878;3190;3368;71.0;60.0;68.0;60.0
6879;3190;2853;71.0;60.0;71.0;62.0
6880;3190;3190;71.0;60.0;71.0;60.0
6881;3190;3921;71.0;60.0;71.0;57.0
6882;3190;4344;71.0;60.0;72.0;59.0
6883;3191;2299;71.0;69.0;71.0;63.0
6884;3191;2834;71.0;69.0;71.0;67.0
6885;3191;2173;71.0;69.0;71.0;71.0
6886;3191;2842;71.0;69.0;69.0;69.0
6887;3192;2431;32.0;33.0;33.0;33.0
6888;3192;3783;32.0;33.0;32.0;31.0
6889;3192;4158;32.0;33.0;32.0;30.0
6890;3192;2548;32.0;33.0;34.0;33.0
6891;3193;2663;54.0;21.0;56.0;21.0
6892;3193;3894;54.0;21.0;54.0;20.0
6893;3193;3968;54.0;21.0;54.0;24.0
6894;3193;2266;54.0;21.0;53.0;22.0
6895;3194;2379;40.0;89.0;46.0;89.0
6896;3194;4460;40.0;89.0;40.0;93.0
6897;3194;1132;40.0;89.0;40.0;88.0
6898;3194;3194;40.0;89.0;40.0;89.0
6899;3194;4452;40.0;89.0;40.0;91.0
6900;3195;2374;34.0;70.0;28.0;70.0
6901;3195;3571;34.0;70.0;37.0;70.0
6902;3195;4248;34.0;70.0;34.0;65.0
6903;3195;2914;34.0;70.0;35.0;71.0
6904;3196;2504;64.0;22.0;64.0;20.0
6905;3196;2522;64.0;22.0;68.0;22.0
6906;3196;2768;64.0;22.0;63.0;21.0
6907;3196;3196;64.0;22.0;64.0;22.0
6908;3196;3844;64.0;22.0;67.0;22.0
6909;3197;2588;55.0;49.0;55.0;45.0
6910;3197;4356;55.0;49.0;55.0;48.0
6911;3197;2555;55.0;49.0;53.0;49.0
6912;3197;2892;55.0;49.0;56.0;50.0
6913;3198;2686;41.0;79.0;41.0;86.0
6914;3198;4249;41.0;79.0;41.0;75.0
6915;3198;3198;41.0;79.0;41.0;79.0
6916;3199;2960;101.0;35.0;94.0;35.0
6917;3199;3199;101.0;35.0;101.0;35.0
6918;3199;3768;101.0;35.0;99.0;35.0
6919;3200;2196;88.0;61.0;88.0;60.0
6920;3200;3166;88.0;61.0;88.0;68.0
6921;3200;3200;88.0;61.0;88.0;61.0
6922;3200;3511;88.0;61.0;91.0;61.0
6923;3200;3952;88.0;61.0;89.0;61.0
6924;3200;4087;88.0;61.0;88.0;57.0
6925;3200;4108;88.0;61.0;88.0;62.0
6926;3201;2646;33.0;88.0;36.0;88.0
6927;3201;2172;33.0;88.0;29.0;88.0
6928;3201;3201;33.0;88.0;33.0;88.0
6929;3202;2181;59.0;12.0;59.0;14.0
6930;3202;3259;59.0;12.0;57.0;12.0
6931;3202;3282;59.0;12.0;56.0;12.0
6932;3202;3666;59.0;12.0;62.0;12.0
6933;3203;3130;18.0;76.0;18.0;73.0
6934;3203;3568;18.0;76.0;18.0;74.0
6935;3203;3203;18.0;76.0;18.0;76.0
6936;3203;3980;18.0;76.0;15.0;76.0
6937;3203;4045;18.0;76.0;17.0;76.0
6938;3203;4088;18.0;76.0;18.0;75.0
6939;3203;4198;18.0;76.0;17.0;77.0
6940;3204;2674;39.0;90.0;39.0;93.0
6941;3204;3330;39.0;90.0;39.0;92.0
6942;3204;3559;39.0;90.0;35.0;90.0
6943;3204;2414;39.0;90.0;37.0;90.0
6944;3205;2496;23.0;71.0;18.0;71.0
6945;3205;2306;23.0;71.0;23.0;68.0
6946;3205;3205;23.0;71.0;23.0;71.0
6947;3205;4207;23.0;71.0;24.0;71.0
6948;3205;4290;23.0;71.0;27.0;71.0
6949;3205;4313;23.0;71.0;20.0;71.0
6950;3205;4428;23.0;71.0;23.0;69.0
6951;3206;2169;18.0;24.0;25.0;24.0
6952;3206;2253;18.0;24.0;19.0;24.0
6953;3206;2926;18.0;24.0;16.0;24.0
6954;3206;3206;18.0;24.0;18.0;24.0
6955;3207;2714;36.0;95.0;39.0;95.0
6956;3207;3802;36.0;95.0;36.0;98.0
6957;3207;4083;36.0;95.0;36.0;91.0
6958;3207;2300;36.0;95.0;36.0;94.0
6959;3208;2977;31.0;67.0;31.0;68.0
6960;3208;2743;31.0;67.0;33.0;67.0
6961;3208;3208;31.0;67.0;31.0;67.0
6962;3208;3287;31.0;67.0;31.0;70.0
6963;3208;4359;31.0;67.0;31.0;66.0
6964;3209;3158;7.0;45.0;7.0;40.0
6965;3209;4077;7.0;45.0;11.0;45.0
6966;3209;4119;7.0;45.0;14.0;45.0
6967;3209;3000;7.0;45.0;4.0;45.0
6968;3210;2340;43.0;22.0;44.0;22.0
6969;3210;4208;43.0;22.0;43.0;18.0
6970;3210;2996;43.0;22.0;43.0;19.0
6971;3210;3210;43.0;22.0;43.0;22.0
6972;3210;3380;43.0;22.0;42.0;23.0
6973;3211;2154;20.0;10.0;20.0;11.0
6974;3211;2924;20.0;10.0;20.0;14.0
6975;3211;3211;20.0;10.0;20.0;10.0
6976;3211;3342;20.0;10.0;20.0;13.0
6977;3211;3366;20.0;10.0;20.0;9.0
6978;3211;3506;20.0;10.0;21.0;9.0
6979;3212;3016;62.0;90.0;60.0;90.0
6980;3212;3065;62.0;90.0;57.0;90.0
6981;3212;4257;62.0;90.0;62.0;94.0
6982;3212;2767;62.0;90.0;61.0;90.0
6983;3213;2827;38.0;57.0;36.0;57.0
6984;3213;3243;38.0;57.0;39.0;57.0
6985;3213;4354;38.0;57.0;43.0;57.0
6986;3213;4482;38.0;57.0;38.0;55.0
6987;3214;2482;45.0;19.0;40.0;19.0
6988;3214;3084;45.0;19.0;42.0;19.0
6989;3214;2996;45.0;19.0;43.0;19.0
6990;3214;3214;45.0;19.0;45.0;19.0
6991;3214;3787;45.0;19.0;49.0;19.0
6992;3214;4200;45.0;19.0;45.0;16.0
6993;3215;3172;10.0;43.0;10.0;40.0
6994;3215;2537;10.0;43.0;14.0;43.0
6995;3215;2867;10.0;43.0;12.0;43.0
6996;3215;3215;10.0;43.0;10.0;43.0
6997;3215;3897;10.0;43.0;11.0;42.0
6998;3216;2787;82.0;68.0;86.0;68.0
6999;3216;2214;82.0;68.0;83.0;68.0
7000;3216;2554;82.0;68.0;82.0;70.0
7001;3216;2973;82.0;68.0;85.0;68.0
7002;3217;2783;93.0;75.0;93.0;72.0
7003;3217;3569;93.0;75.0;93.0;74.0
7004;3217;3217;93.0;75.0;93.0;75.0
7005;3217;3902;93.0;75.0;91.0;75.0
7006;3217;4347;93.0;75.0;93.0;79.0
7007;3218;2960;95.0;35.0;94.0;35.0
7008;3218;3255;95.0;35.0;95.0;32.0
7009;3218;4124;95.0;35.0;95.0;33.0
7010;3218;4169;95.0;35.0;95.0;42.0
7011;3219;3176;16.0;48.0;16.0;54.0
7012;3219;4179;16.0;48.0;21.0;48.0
7013;3219;3219;16.0;48.0;16.0;48.0
7014;3219;4214;16.0;48.0;15.0;48.0
7015;3219;4335;16.0;48.0;19.0;48.0
7016;3219;4357;16.0;48.0;16.0;44.0
7017;3220;354;75.0;50.0;71.0;50.0
7018;3220;3233;75.0;50.0;70.0;50.0
7019;3220;2217;75.0;50.0;78.0;50.0
7020;3220;2218;75.0;50.0;75.0;47.0
7021;3221;2713;36.0;4.0;36.0;9.0
7022;3221;3462;36.0;4.0;37.0;4.0
7023;3221;3221;36.0;4.0;36.0;4.0
7024;3221;4379;36.0;4.0;36.0;1.0
7025;3222;2352;62.0;89.0;68.0;89.0
7026;3222;2767;62.0;89.0;61.0;90.0
7027;3222;3222;62.0;89.0;62.0;89.0
7028;3222;3913;62.0;89.0;64.0;89.0
7029;3222;4092;62.0;89.0;61.0;88.0
7030;3223;2913;87.0;70.0;83.0;70.0
7031;3223;2417;87.0;70.0;88.0;71.0
7032;3223;3223;87.0;70.0;87.0;70.0
7033;3223;3443;87.0;70.0;91.0;70.0
7034;3224;2403;83.0;19.0;79.0;19.0
7035;3224;3446;83.0;19.0;83.0;20.0
7036;3224;3092;83.0;19.0;83.0;23.0
7037;3224;3224;83.0;19.0;83.0;19.0
7038;3224;3435;83.0;19.0;81.0;19.0
7039;3224;4173;83.0;19.0;84.0;20.0
7040;3224;4370;83.0;19.0;84.0;19.0
7041;3225;3172;10.0;34.0;10.0;40.0
7042;3225;3231;10.0;34.0;12.0;34.0
7043;3225;3868;10.0;34.0;15.0;34.0
7044;3225;3225;10.0;34.0;10.0;34.0
7045;3226;2467;79.0;56.0;79.0;50.0
7046;3226;3290;79.0;56.0;79.0;57.0
7047;3226;2542;79.0;56.0;84.0;56.0
7048;3226;3335;79.0;56.0;72.0;56.0
7049;3227;2742;53.0;67.0;53.0;70.0
7050;3227;3311;53.0;67.0;53.0;72.0
7051;3227;3982;53.0;67.0;59.0;67.0
7052;3227;2918;53.0;67.0;53.0;64.0
7053;3228;2568;67.0;89.0;63.0;89.0
7054;3228;2292;67.0;89.0;71.0;89.0
7055;3228;2634;67.0;89.0;67.0;90.0
7056;3228;3228;67.0;89.0;67.0;89.0
7057;3228;3913;67.0;89.0;64.0;89.0
7058;3228;4402;67.0;89.0;69.0;89.0
7059;3229;2291;115.0;94.0;115.0;88.0
7060;3229;1866;115.0;94.0;115.0;91.0
7061;3229;3229;115.0;94.0;115.0;94.0
7062;3230;3175;73.0;65.0;68.0;65.0
7063;3230;3257;73.0;65.0;73.0;58.0
7064;3230;3589;73.0;65.0;73.0;69.0
7065;3230;3230;73.0;65.0;73.0;65.0
7066;3230;3273;73.0;65.0;73.0;63.0
7067;3230;3394;73.0;65.0;73.0;62.0
7068;3230;3927;73.0;65.0;72.0;65.0
7069;3230;4005;73.0;65.0;73.0;67.0
7070;3230;4510;73.0;65.0;73.0;68.0
7071;3231;3225;12.0;34.0;10.0;34.0
7072;3231;3231;12.0;34.0;12.0;34.0
7073;3231;3868;12.0;34.0;15.0;34.0
7074;3231;4447;12.0;34.0;16.0;34.0
7075;3232;3097;72.0;92.0;72.0;85.0
7076;3232;3232;72.0;92.0;72.0;92.0
7077;3232;3950;72.0;92.0;68.0;92.0
7078;3233;3220;70.0;50.0;75.0;50.0
7079;3233;3304;70.0;50.0;69.0;50.0
7080;3233;3712;70.0;50.0;64.0;50.0
7081;3233;3981;70.0;50.0;70.0;51.0
7082;3234;3102;78.0;46.0;78.0;42.0
7083;3234;3432;78.0;46.0;79.0;46.0
7084;3234;4443;78.0;46.0;78.0;43.0
7085;3234;2217;78.0;46.0;78.0;50.0
7086;3235;2244;30.0;-10.0;25.0;-10.0
7087;3235;3235;30.0;-10.0;30.0;-10.0
7088;3236;2986;25.0;61.0;25.0;67.0
7089;3236;3419;25.0;61.0;25.0;59.0
7090;3236;672;25.0;61.0;25.0;57.0
7091;3236;3236;25.0;61.0;25.0;61.0
7092;3236;3576;25.0;61.0;25.0;58.0
7093;3236;4315;25.0;61.0;26.0;60.0
7094;3237;1999;58.0;58.0;58.0;57.0
7095;3237;3247;58.0;58.0;58.0;55.0
7096;3237;3398;58.0;58.0;62.0;58.0
